start,end,speaker,text
0.505,1.625,SPEAKER_01,"Okay, you can start now."
2.605,3.785,SPEAKER_00,"Okay. Uh"
4.485,6.285,SPEAKER_00,"the mother is wiping"
6.785,8.265,SPEAKER_00,"a dish at the sink."
9.965,11.605,SPEAKER_00,"The water is overflowing"
11.785,12.745,SPEAKER_00,"from the sink."
15.125,20.025,SPEAKER_00,"A youngster is about to fall off a stool, reaching for a cookie jar,"
20.785,21.365,SPEAKER_00,"and"
22.085,25.565,SPEAKER_00,"the little girl is holding up her hand to"
26.145,27.865,SPEAKER_00,"grab a cookie out of his hand."
33.285,35.005,SPEAKER_01,"The window appears to be open,"
37.625,40.245,SPEAKER_01,"but I can't make out any action in the background there."
43.385,43.865,SPEAKER_01,"That's all."
43.865,44.905,SPEAKER_00,"Okay, that's fine."
