start,end,speaker,text
5.025,6.445,SPEAKER_00,"Well the boy is t"
7.605,10.525,SPEAKER_00,"taking cookies out of the cookie jar while the"
11.225,12.165,SPEAKER_00,"the stool"
12.605,13.945,SPEAKER_00,"is ready to uh"
14.405,15.125,SPEAKER_00,"fall over."
17.645,19.045,SPEAKER_00,"The girl is reaching"
20.265,21.045,SPEAKER_00,"for a cookie."
23.165,23.685,SPEAKER_00,"Uh"
25.685,28.365,SPEAKER_00,"the mother is looking out the window while the water"
29.465,30.825,SPEAKER_00,"runs over from the sink."
35.065,36.745,SPEAKER_00,"She gets wet feet"
37.085,38.305,SPEAKER_00,"standing in the water."
51.065,52.385,SPEAKER_01,"I see action as I see."
55.825,56.305,SPEAKER_00,"Is that it?"
57.705,59.085,SPEAKER_01,"Well naturally the stool"
60.545,62.525,SPEAKER_01,"falls over the boy is going to"
64.565,65.545,SPEAKER_01,"fall on the floor."
