start,end,speaker,text
1.405,2.185,SPEAKER_01,"And here's the picture."
6.945,9.685,SPEAKER_01,"The little girl's point to her mouth. She wants a cookie."
10.185,11.905,SPEAKER_01,"The little boy is getting cookies."
12.345,13.225,SPEAKER_01,"But the"
13.485,13.825,SPEAKER_01,"school"
15.045,16.525,SPEAKER_01,"mother's washing issues."
20.285,21.365,SPEAKER_00,"Fossil is running,"
22.145,23.225,SPEAKER_00,"things are running over."
24.165,25.585,SPEAKER_00,"Water's running on the floor."
27.485,29.025,SPEAKER_00,"Um the curtains are flowing"
37.545,38.005,SPEAKER_00,"and breeze up."
39.405,39.805,SPEAKER_01,"Okay."
41.245,41.945,SPEAKER_00,"That's fine."
