start,end,speaker,text
1.105,2.625,SPEAKER_00,"Dog, cat,"
4.045,4.685,SPEAKER_01,"horse."
19.705,20.345,SPEAKER_01,"Any more?"
25.825,26.925,SPEAKER_00,"animals,"
26.925,26.985,SPEAKER_01,"As"
27.865,29.405,SPEAKER_01,"many animals as you can think of."
30.925,31.645,SPEAKER_00,"horse,"
37.885,38.365,SPEAKER_00,"cow,"
49.085,50.385,SPEAKER_00,"wild animals too,"
51.065,51.785,SPEAKER_00,"lion,"
54.885,55.705,SPEAKER_00,"monkeys,"
62.545,63.145,SPEAKER_01,"Okay,"
63.685,64.125,SPEAKER_01,"now then."
64.805,66.225,SPEAKER_01,"This is okay when you're ready."
66.985,67.965,SPEAKER_00,"day Friday,"
69.505,70.245,SPEAKER_00,"friends,"
72.825,73.285,SPEAKER_00,"fun,"
84.365,84.965,SPEAKER_00,"friction,"
90.545,91.145,SPEAKER_00,"fonda,"
96.965,97.545,SPEAKER_00,"that's it,"
98.385,99.105,SPEAKER_01,"Any more?"
99.365,101.245,SPEAKER_01,"We've got a few seconds left yet."
102.465,103.765,SPEAKER_00,"beginning with the letter F,"
108.605,112.005,SPEAKER_00,"fun and friction I gave, and that's someone coming in my mind again,"
113.405,114.465,SPEAKER_00,"fun and friction,"
116.265,116.745,SPEAKER_00,"fussy,"
119.325,120.905,SPEAKER_00,"day Friday I gave,"
127.585,129.665,SPEAKER_00,"fundamental."
129.665,129.845,SPEAKER_01,"This"
130.145,133.645,SPEAKER_01,"is the sort of thing that we're going to do. Here's the first sentence."
