start,end,speaker,text
0.665,4.705,SPEAKER_00,"What I'd like you to do here is take a look at this picture and tell me everything that you see happening."
4.885,6.425,SPEAKER_00,"Everything that you see going on."
7.225,8.485,SPEAKER_01,"Uh, do I start?"
8.765,9.225,SPEAKER_00,"Mm hmm."
10.105,16.125,SPEAKER_01,"The children are getting into the cookie jar which is on the uh high above uh the uh sink."
16.765,17.865,SPEAKER_01,"They have the um"
18.605,24.485,SPEAKER_01,"lid off the cookie jar. The boy has two in his hand and the girl's reaching up for them, and the uh"
24.705,27.345,SPEAKER_01,"stool in which he's standing is about to upset."
27.685,32.485,SPEAKER_01,"Of course the door is open into the to get the cookie jar. The uh mother, presumably,"
32.665,34.765,SPEAKER_01,"is at the sink washing"
35.185,37.065,SPEAKER_01,"uh dishes and the um"
37.845,41.105,SPEAKER_01,"A sink is running over the water splashing down on the floor."
41.845,45.605,SPEAKER_01,"Uh there are two, I suppose, dry dishes on the uh"
45.745,52.205,SPEAKER_01,"the sink. She has one in her hand, a plate that she is drying. She has it on an apron. She's standing by the sink is uh"
52.765,54.945,SPEAKER_01,"below a window with a um"
55.085,58.025,SPEAKER_01,"a path out into a a garden."
58.865,59.905,SPEAKER_01,"Um"
60.065,66.025,SPEAKER_01,"there um there's shrubbery to the left of the path, and you can see beyond that another window"
66.505,67.365,SPEAKER_01,"and um"
67.685,70.025,SPEAKER_01,"I don't know what that is, whether those are flowers or weeds."
70.365,73.385,SPEAKER_01,"And oh uh this is part of the house you can see the uh"
73.685,74.205,SPEAKER_01,"roof"
74.985,80.565,SPEAKER_01,"of uh maybe an L of the house and the curtains. That's about all the curtains are drawn back."
