start,end,speaker,text
0.145,1.245,SPEAKER_00,"Oh, it's the picture."
5.385,8.705,SPEAKER_01,"Oh, this one's trying to touch her nose with their"
9.405,9.885,SPEAKER_01,"finger."
11.705,12.485,SPEAKER_01,"You know what she's doing?"
12.605,15.465,SPEAKER_00,"Okay. Just tell me what you see going on in the picture."
17.165,19.245,SPEAKER_01,"He's giving her a cookie out of"
19.745,20.345,SPEAKER_01,"out of the"
21.745,23.725,SPEAKER_01,"the stool's falling out under him."
26.245,27.705,SPEAKER_01,"She's drying dishes"
31.645,33.965,SPEAKER_01,"and the water's running out on the floor."
34.385,34.945,SPEAKER_01,"Spicka"
43.125,45.465,SPEAKER_01,"He's got a cookie out of the jar again."
50.845,52.265,SPEAKER_01,"She's drying dishes and"
53.445,55.245,SPEAKER_01,"the water's running out on the floor."
55.705,56.485,SPEAKER_01,"Spicka's on"
64.725,65.845,SPEAKER_01,"he's gonna fall."
73.925,74.645,SPEAKER_01,"I guess it's"
75.065,75.625,SPEAKER_00,"Okay."
