start,end,text,speaker
0.005,3.545,I want you to tell me all of the action you see going on in the picture.,SPEAKER_01
6.705,7.525,You have,SPEAKER_00
8.085,11.145,"two children, and the boy is",SPEAKER_00
12.605,18.485,"on a stool getting into the cookie jar, and the stool is tilting over and he's probably gonna fall.",SPEAKER_00
19.785,22.205,"His mother, in the meantime, is",SPEAKER_00
23.805,25.825,"wiping dishes, looking out",SPEAKER_00
26.565,28.445,what is obviously the kitchen window.,SPEAKER_00
29.645,32.845,"She has the water on the sink, and the sink is overflowing.",SPEAKER_00
34.145,34.625,Uh,SPEAKER_00
35.145,37.285,there are two cups and one plate,SPEAKER_00
37.685,38.705,sitting on the sink.,SPEAKER_00
42.745,43.725,The little girl,SPEAKER_00
44.005,44.805,uh,SPEAKER_00
45.965,47.765,laughing at the little boy who,SPEAKER_00
47.765,50.765,It's getting into the cookie jar and it's going to fall.,SPEAKER_01
63.445,63.965,Okay.,SPEAKER_01
64.165,64.685,Good.,SPEAKER_01
