start,end,text,speaker
1.365,1.945,Um,SPEAKER_01
2.385,4.685,"it's a a kitchen scene,",SPEAKER_01
5.265,7.125,"and the mother is doing the dishes,",SPEAKER_01
7.345,8.565,the children are,SPEAKER_01
9.265,11.105,"trying to get into the cookie jar,",SPEAKER_01
11.865,14.005,"the stool is falling over,",SPEAKER_01
14.825,17.525,"the water is running over in the sink,",SPEAKER_01
18.605,19.605,the um,SPEAKER_01
20.585,23.625,win it looks as though the window is open and there,SPEAKER_01
25.385,26.945,is grass,SPEAKER_01
28.185,30.865,"and what have you, grass and trees outside.",SPEAKER_01
31.505,34.085,Looks like the curtains might be billowing a little.,SPEAKER_01
35.685,38.285,The little girl is asking the boy for a cookie,SPEAKER_01
40.225,43.145,and let's see the mother's drying the dishes,SPEAKER_01
45.265,46.045,and,SPEAKER_01
49.605,51.305,she's standing in the water.,SPEAKER_01
54.525,58.565,Looks like there are a couple dishes that have already been dried sitting on the sink.,SPEAKER_01
61.945,63.565,I guess that's all I see.,SPEAKER_01
64.685,66.205,"Hey, what's going on over here?",SPEAKER_00
66.765,67.205,Pardon me?,SPEAKER_01
67.585,69.645,"Tell me this again, I'm in this for a so",SPEAKER_00
69.725,78.085,"Oh, I said the little boy's trying to get some cookies out of the cookie jar. The little girl's asking for a cookie and the stool looks as though it's going to fall over.",SPEAKER_01
78.645,79.345,Okay.,SPEAKER_00
80.405,80.965,Okay.,SPEAKER_00
