start,end,speaker,text
10.205,10.865,SPEAKER_01,"Um a"
11.525,12.605,SPEAKER_01,"boy and a girl."
13.065,13.525,SPEAKER_01,"It should be"
15.965,16.945,SPEAKER_01,"a little boy is getting"
18.685,19.785,SPEAKER_01,"with a little girl."
21.005,22.705,SPEAKER_01,"Stool is about ball, and"
24.165,24.625,SPEAKER_01,"the mother is"
25.285,26.705,SPEAKER_01,"washing dishes."
27.265,28.525,SPEAKER_01,"She's obviously thinking"
29.745,30.765,SPEAKER_01,"water, pouring"
34.585,36.385,SPEAKER_00,"She's finished with one of her digital"
36.585,37.665,SPEAKER_00,"seems to be Summertime."
38.505,38.965,SPEAKER_00,"Portugal"
41.325,41.765,SPEAKER_00,"seems to be"
42.905,43.265,SPEAKER_00,"great,"
50.165,51.265,SPEAKER_00,"dress, choke."
64.005,66.405,SPEAKER_01,"the mother obviously is unaware of what the children"
68.505,69.185,SPEAKER_01,"shortly."
71.845,72.845,SPEAKER_01,"I mean, how much more do you want to?"
