start,end,text,speaker
1.905,3.805,A little girl is reaching,SPEAKER_00
5.065,7.105,for her brother to give her a cookie.,SPEAKER_00
8.445,14.745,"The stool is falling over. The boy has taken the lid off the cookie jar, has a cookie in his",SPEAKER_00
14.885,17.865,"left hand, is reaching with his right hand for one.",SPEAKER_00
19.225,23.045,The mother is drying the dishes. The water is flowing,SPEAKER_00
23.225,25.825,running and flowing out of the sink.,SPEAKER_00
26.705,28.025,Um,SPEAKER_00
30.265,31.365,Mother is frowning.,SPEAKER_00
37.025,39.885,"There's nothing going on outside. There's just bushes, bushes.",SPEAKER_00
42.845,44.145,But the door is open.,SPEAKER_00
52.525,54.465,The girl looks like she's laughing.,SPEAKER_00
63.665,65.485,N already stand in the water.,SPEAKER_01
72.885,74.465,Okay.,SPEAKER_01
74.585,75.285,That's fine.,SPEAKER_00
