start,end,speaker,text
0.765,2.885,SPEAKER_01,"Alright, here is the picture."
3.565,7.345,SPEAKER_00,"All of the actions. Well, the little boy is gonna fall"
7.625,8.705,SPEAKER_00,"off the stool."
9.385,11.805,SPEAKER_00,"He's getting a cookie. You want to go slower?"
11.965,15.385,SPEAKER_00,"No, you don't. Okay, the little girl is asking for a cookie."
17.045,19.425,SPEAKER_00,"The mother is frying dishes"
20.405,21.005,SPEAKER_00,"and"
22.445,26.325,SPEAKER_00,"the sink is overflowing with water. He's getting water. All over"
30.625,31.605,SPEAKER_00,"going on at the top."
42.485,44.645,SPEAKER_00,"Okay, no, that's fine. Thank you."
